file,dataset,dataset_label,n,m,regime,group,voting_rule,winner,epsilon
00068-00001216.soi,polish,Polish,15,9,other,Polish (other),plurality,9,0.0888888888888888
00068-00001217.soi,polish,Polish,15,10,other,Polish (other),plurality,1,0.0
00068-00001218.soi,polish,Polish,15,11,other,Polish (other),plurality,6,0.0
00068-00001219.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00001220.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001221.soi,polish,Polish,15,11,other,Polish (other),plurality,9,0.0
00068-00001222.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,8,0.0
00068-00001223.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001224.soi,polish,Polish,15,12,other,Polish (other),plurality,9,0.0
00068-00001225.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00001226.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00001227.soi,polish,Polish,15,9,other,Polish (other),plurality,8,0.0
00068-00001228.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00001229.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00001231.soi,polish,Polish,15,9,other,Polish (other),plurality,9,0.0
00068-00001232.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001233.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001234.soi,polish,Polish,15,16,n ≈ m,Polish (n ≈ m),plurality,13,0.0
00068-00001235.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001236.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001237.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001238.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001239.soi,polish,Polish,15,8,other,Polish (other),plurality,6,0.0
00068-00001241.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001242.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00001243.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001244.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001246.soi,polish,Polish,15,10,other,Polish (other),plurality,3,0.0
00068-00001247.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00001248.soi,polish,Polish,15,11,other,Polish (other),plurality,8,0.0
00068-00001250.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),plurality,12,0.0
00068-00001251.soi,polish,Polish,21,11,other,Polish (other),plurality,9,0.0
00068-00001252.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001253.soi,polish,Polish,15,8,other,Polish (other),plurality,8,0.0
00068-00001254.soi,polish,Polish,15,11,other,Polish (other),plurality,5,0.0
00068-00001255.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001256.soi,polish,Polish,15,8,other,Polish (other),plurality,8,0.34166666666666656
00068-00001258.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001259.soi,polish,Polish,15,12,other,Polish (other),plurality,10,0.0
00068-00001260.soi,polish,Polish,15,9,other,Polish (other),plurality,7,0.0
00068-00001261.soi,polish,Polish,15,8,other,Polish (other),plurality,8,0.1416666666666666
00068-00001262.soi,polish,Polish,15,8,other,Polish (other),plurality,2,0.0
00068-00001263.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001265.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00001266.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001268.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001269.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001270.soi,polish,Polish,15,11,other,Polish (other),plurality,2,0.0
00068-00001271.soi,polish,Polish,21,12,other,Polish (other),plurality,4,0.0
00068-00001272.soi,polish,Polish,15,12,other,Polish (other),plurality,11,0.03333333333333344
00068-00001273.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001274.soi,polish,Polish,15,12,other,Polish (other),plurality,3,0.0
00068-00001275.soi,polish,Polish,15,8,other,Polish (other),plurality,3,0.0
00068-00001276.soi,polish,Polish,15,9,other,Polish (other),plurality,8,0.0
00068-00001277.soi,polish,Polish,15,8,other,Polish (other),plurality,7,0.0
00068-00001278.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001279.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001280.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001281.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001282.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001283.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001284.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001286.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001287.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001288.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),plurality,15,0.19999999999999996
00068-00001289.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001290.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001293.soi,polish,Polish,15,12,other,Polish (other),plurality,3,0.0
00068-00001294.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001295.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00001297.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001298.soi,polish,Polish,15,9,other,Polish (other),plurality,9,0.0
00068-00001299.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,10,0.0
00068-00001300.soi,polish,Polish,15,9,other,Polish (other),plurality,3,0.0
00068-00001301.soi,polish,Polish,15,10,other,Polish (other),plurality,4,0.0
00068-00001302.soi,polish,Polish,21,13,other,Polish (other),plurality,8,0.0
00068-00001303.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001304.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001305.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00001306.soi,polish,Polish,21,11,other,Polish (other),plurality,7,0.0
00068-00001307.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001308.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001309.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001310.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001312.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001314.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001315.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00064-00000001.soi,eurovision,Eurovision,19,19,n ≈ m,Eurovision (n ≈ m),plurality,4,0.0
00064-00000002.soi,eurovision,Eurovision,18,18,n ≈ m,Eurovision (n ≈ m),plurality,16,0.0
00064-00000003.soi,eurovision,Eurovision,18,18,n ≈ m,Eurovision (n ≈ m),plurality,16,0.05555555555555558
00064-00000004.soi,eurovision,Eurovision,20,19,n ≈ m,Eurovision (n ≈ m),plurality,1,0.0
00064-00000005.soi,eurovision,Eurovision,19,19,n ≈ m,Eurovision (n ≈ m),plurality,1,0.0
00064-00000006.soi,eurovision,Eurovision,19,19,n ≈ m,Eurovision (n ≈ m),plurality,18,0.05263157894736836
00064-00000007.soi,eurovision,Eurovision,20,19,n ≈ m,Eurovision (n ≈ m),plurality,12,0.0
00064-00000008.soi,eurovision,Eurovision,18,17,n ≈ m,Eurovision (n ≈ m),plurality,7,0.0
00064-00000009.soi,eurovision,Eurovision,20,18,n ≈ m,Eurovision (n ≈ m),plurality,10,0.0
00064-00000010.soi,eurovision,Eurovision,19,19,n ≈ m,Eurovision (n ≈ m),plurality,10,0.0
00064-00000011.soi,eurovision,Eurovision,19,19,n ≈ m,Eurovision (n ≈ m),plurality,15,0.0
00064-00000013.soi,eurovision,Eurovision,22,21,n ≈ m,Eurovision (n ≈ m),plurality,20,0.04112554112554112
00064-00000015.soi,eurovision,Eurovision,22,21,n ≈ m,Eurovision (n ≈ m),plurality,8,0.0
00064-00000016.soi,eurovision,Eurovision,22,22,n ≈ m,Eurovision (n ≈ m),plurality,17,0.0
00064-00000019.soi,eurovision,Eurovision,25,25,n ≈ m,Eurovision (n ≈ m),plurality,22,0.0
00064-00000020.soi,eurovision,Eurovision,25,24,n ≈ m,Eurovision (n ≈ m),plurality,21,0.0
00064-00000021.soi,eurovision,Eurovision,23,23,n ≈ m,Eurovision (n ≈ m),plurality,17,0.0
00064-00000022.soi,eurovision,Eurovision,23,23,n ≈ m,Eurovision (n ≈ m),plurality,20,0.04347826086956519
00064-00000023.soi,eurovision,Eurovision,25,23,n ≈ m,Eurovision (n ≈ m),plurality,11,0.0
00064-00000026.soi,eurovision,Eurovision,24,24,n ≈ m,Eurovision (n ≈ m),plurality,5,0.0
00064-00000027.soi,eurovision,Eurovision,23,23,n ≈ m,Eurovision (n ≈ m),plurality,12,0.0
00064-00000028.soi,eurovision,Eurovision,24,24,n ≈ m,Eurovision (n ≈ m),plurality,2,0.0
00064-00000029.soi,eurovision,Eurovision,26,25,n ≈ m,Eurovision (n ≈ m),plurality,9,0.0
00064-00000030.soi,eurovision,Eurovision,36,24,other,Eurovision (other),plurality,24,0.01388888888888884
00064-00000031.soi,eurovision,Eurovision,33,21,other,Eurovision (other),plurality,8,0.0
00064-00000032.soi,eurovision,Eurovision,39,24,other,Eurovision (other),plurality,21,0.0032051282051281937
00064-00000033.soi,eurovision,Eurovision,39,25,other,Eurovision (other),plurality,18,0.0
00064-00000035.soi,eurovision,Eurovision,38,23,other,Eurovision (other),plurality,20,0.0
00064-00000036.soi,eurovision,Eurovision,42,24,other,Eurovision (other),plurality,15,0.0
00064-00000037.soi,eurovision,Eurovision,42,28,other,Eurovision (other),plurality,20,0.0
00064-00000038.soi,eurovision,Eurovision,43,25,other,Eurovision (other),plurality,17,0.04558139534883732
00064-00000039.soi,eurovision,Eurovision,21,19,n ≈ m,Eurovision (n ≈ m),plurality,10,0.0
00064-00000040.soi,eurovision,Eurovision,22,19,n ≈ m,Eurovision (n ≈ m),plurality,18,0.031100478468899517
00064-00000041.soi,eurovision,Eurovision,42,25,other,Eurovision (other),plurality,21,0.0
00064-00000042.soi,eurovision,Eurovision,20,17,n ≈ m,Eurovision (n ≈ m),plurality,4,0.0
00064-00000044.soi,eurovision,Eurovision,39,25,other,Eurovision (other),plurality,8,0.0
00064-00000045.soi,eurovision,Eurovision,20,17,n ≈ m,Eurovision (n ≈ m),plurality,13,0.0
00064-00000046.soi,eurovision,Eurovision,19,17,n ≈ m,Eurovision (n ≈ m),plurality,10,0.0
00064-00000047.soi,eurovision,Eurovision,43,25,other,Eurovision (other),plurality,22,0.46790697674418613
00064-00000048.soi,eurovision,Eurovision,21,19,n ≈ m,Eurovision (n ≈ m),plurality,17,0.1278195488721805
00064-00000049.soi,eurovision,Eurovision,22,19,n ≈ m,Eurovision (n ≈ m),plurality,11,0.0
00064-00000050.soi,eurovision,Eurovision,42,26,other,Eurovision (other),plurality,15,0.0
00064-00000052.soi,eurovision,Eurovision,21,18,n ≈ m,Eurovision (n ≈ m),plurality,6,0.0
00064-00000053.soi,eurovision,Eurovision,39,26,other,Eurovision (other),plurality,15,0.0
00064-00000055.soi,eurovision,Eurovision,20,17,n ≈ m,Eurovision (n ≈ m),plurality,10,0.0
00064-00000056.soi,eurovision,Eurovision,37,26,other,Eurovision (other),plurality,12,0.0
00064-00000057.soi,eurovision,Eurovision,19,16,n ≈ m,Eurovision (n ≈ m),plurality,13,0.0
00064-00000058.soi,eurovision,Eurovision,18,15,n ≈ m,Eurovision (n ≈ m),plurality,8,0.0
00064-00000059.soi,eurovision,Eurovision,40,25,other,Eurovision (other),plurality,12,0.0
00064-00000060.soi,eurovision,Eurovision,20,16,other,Eurovision (other),plurality,5,0.0
00064-00000061.soi,eurovision,Eurovision,21,17,n ≈ m,Eurovision (n ≈ m),plurality,6,0.0
00064-00000062.soi,eurovision,Eurovision,84,26,n ≫ m,Eurovision (n ≫ m),plurality,26,0.1996336996336996
00064-00000063.soi,eurovision,Eurovision,42,18,n ≫ m,Eurovision (n ≫ m),plurality,8,0.0
00064-00000064.soi,eurovision,Eurovision,42,18,n ≫ m,Eurovision (n ≫ m),plurality,9,0.0
00064-00000065.soi,eurovision,Eurovision,84,26,n ≫ m,Eurovision (n ≫ m),plurality,7,0.0
00064-00000066.soi,eurovision,Eurovision,42,18,n ≫ m,Eurovision (n ≫ m),plurality,2,0.0
00064-00000067.soi,eurovision,Eurovision,42,18,n ≫ m,Eurovision (n ≫ m),plurality,3,0.0
00064-00000068.soi,eurovision,Eurovision,86,26,n ≫ m,Eurovision (n ≫ m),plurality,1,0.0
00064-00000069.soi,eurovision,Eurovision,44,19,n ≫ m,Eurovision (n ≫ m),plurality,1,0.0
00064-00000070.soi,eurovision,Eurovision,42,18,n ≫ m,Eurovision (n ≫ m),plurality,4,0.0
00064-00000073.soi,eurovision,Eurovision,42,18,n ≫ m,Eurovision (n ≫ m),plurality,5,0.0
00007-00000001.soi,ers,ERS,380,10,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000002.soi,ers,ERS,83,19,n ≫ m,ERS (n ≫ m),plurality,16,0.4159797083069119
00007-00000003.soi,ers,ERS,963,10,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000004.soi,ers,ERS,76,20,n ≫ m,ERS (n ≫ m),plurality,18,0.46842105263157885
00007-00000005.soi,ers,ERS,104,26,n ≫ m,ERS (n ≫ m),plurality,11,0.03846153846153855
00007-00000006.soi,ers,ERS,73,17,n ≫ m,ERS (n ≫ m),plurality,10,0.0
00007-00000007.soi,ers,ERS,77,21,n ≫ m,ERS (n ≫ m),plurality,18,0.5108225108225108
00007-00000008.soi,ers,ERS,129,3,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000009.soi,ers,ERS,867,13,n ≫ m,ERS (n ≫ m),plurality,10,0.07177712714044904
00007-00000010.soi,ers,ERS,976,6,n ≫ m,ERS (n ≫ m),plurality,3,0.0
00007-00000011.soi,ers,ERS,860,7,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000012.soi,ers,ERS,371,9,n ≫ m,ERS (n ≫ m),plurality,4,0.0
00007-00000013.soi,ers,ERS,2785,5,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000014.soi,ers,ERS,741,8,n ≫ m,ERS (n ≫ m),plurality,8,0.3594804318488529
00007-00000015.soi,ers,ERS,44,11,n ≫ m,ERS (n ≫ m),plurality,11,0.25
00007-00000017.soi,ers,ERS,82,5,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000018.soi,ers,ERS,183,3,n ≫ m,ERS (n ≫ m),plurality,2,0.0
00007-00000019.soi,ers,ERS,100,5,n ≫ m,ERS (n ≫ m),plurality,2,0.0
00007-00000020.soi,ers,ERS,77,6,n ≫ m,ERS (n ≫ m),plurality,3,0.0
00007-00000021.soi,ers,ERS,115,4,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000022.soi,ers,ERS,68,3,n ≫ m,ERS (n ≫ m),plurality,3,0.0
00007-00000023.soi,ers,ERS,981,15,n ≫ m,ERS (n ≫ m),plurality,6,0.0
00007-00000024.soi,ers,ERS,58,3,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000025.soi,ers,ERS,32,4,n ≫ m,ERS (n ≫ m),plurality,4,0.0625
00007-00000026.soi,ers,ERS,148,5,n ≫ m,ERS (n ≫ m),plurality,4,0.0
00007-00000027.soi,ers,ERS,9,18,n ≪ m,ERS (n ≪ m),plurality,15,0.11111111111111116
00007-00000028.soi,ers,ERS,63,14,n ≫ m,ERS (n ≫ m),plurality,2,0.0
00007-00000029.soi,ers,ERS,176,17,n ≫ m,ERS (n ≫ m),plurality,6,0.0
00007-00000030.soi,ers,ERS,43,14,n ≫ m,ERS (n ≫ m),plurality,9,0.0
00007-00000031.soi,ers,ERS,923,10,n ≫ m,ERS (n ≫ m),plurality,2,0.0
00007-00000032.soi,ers,ERS,575,13,n ≫ m,ERS (n ≫ m),plurality,8,0.0
00007-00000033.soi,ers,ERS,750,16,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000034.soi,ers,ERS,561,4,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000035.soi,ers,ERS,41,6,n ≫ m,ERS (n ≫ m),plurality,4,0.0
00007-00000036.soi,ers,ERS,667,10,n ≫ m,ERS (n ≫ m),plurality,5,0.0
00007-00000037.soi,ers,ERS,460,10,n ≫ m,ERS (n ≫ m),plurality,10,0.10652173913043472
00007-00000038.soi,ers,ERS,922,11,n ≫ m,ERS (n ≫ m),plurality,5,0.0
00007-00000039.soi,ers,ERS,302,10,n ≫ m,ERS (n ≫ m),plurality,9,0.17086092715231782
00007-00000040.soi,ers,ERS,680,13,n ≫ m,ERS (n ≫ m),plurality,10,0.18936651583710407
00007-00000041.soi,ers,ERS,306,9,n ≫ m,ERS (n ≫ m),plurality,4,0.0
00007-00000042.soi,ers,ERS,216,7,n ≫ m,ERS (n ≫ m),plurality,2,0.0
00007-00000043.soi,ers,ERS,683,7,n ≫ m,ERS (n ≫ m),plurality,6,0.0
00007-00000044.soi,ers,ERS,280,9,n ≫ m,ERS (n ≫ m),plurality,9,0.06388888888888888
00007-00000045.soi,ers,ERS,196,6,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000046.soi,ers,ERS,199,4,n ≫ m,ERS (n ≫ m),plurality,4,0.17713567839195976
00007-00000047.soi,ers,ERS,166,4,n ≫ m,ERS (n ≫ m),plurality,4,0.051204819277108404
00007-00000048.soi,ers,ERS,155,7,n ≫ m,ERS (n ≫ m),plurality,6,0.2949308755760369
00007-00000049.soi,ers,ERS,192,3,n ≫ m,ERS (n ≫ m),plurality,2,0.0
00007-00000050.soi,ers,ERS,195,10,n ≫ m,ERS (n ≫ m),plurality,7,0.0
00007-00000051.soi,ers,ERS,191,6,n ≫ m,ERS (n ≫ m),plurality,6,0.042757417102966766
00007-00000052.soi,ers,ERS,180,14,n ≫ m,ERS (n ≫ m),plurality,7,0.0
00007-00000053.soi,ers,ERS,49,4,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000054.soi,ers,ERS,86,9,n ≫ m,ERS (n ≫ m),plurality,3,0.0
00007-00000055.soi,ers,ERS,79,17,n ≫ m,ERS (n ≫ m),plurality,9,0.0
00007-00000056.soi,ers,ERS,525,9,n ≫ m,ERS (n ≫ m),plurality,5,0.0
00007-00000057.soi,ers,ERS,499,8,n ≫ m,ERS (n ≫ m),plurality,4,0.0
00007-00000058.soi,ers,ERS,272,3,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000059.soi,ers,ERS,525,5,n ≫ m,ERS (n ≫ m),plurality,4,0.0
00007-00000060.soi,ers,ERS,253,3,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000061.soi,ers,ERS,311,4,n ≫ m,ERS (n ≫ m),plurality,3,0.0
00007-00000062.soi,ers,ERS,403,5,n ≫ m,ERS (n ≫ m),plurality,3,0.0
00007-00000063.soi,ers,ERS,213,3,n ≫ m,ERS (n ≫ m),plurality,3,0.0
00007-00000064.soi,ers,ERS,486,4,n ≫ m,ERS (n ≫ m),plurality,3,0.0
00007-00000065.soi,ers,ERS,362,8,n ≫ m,ERS (n ≫ m),plurality,7,0.15055248618784534
00007-00000066.soi,ers,ERS,78,7,n ≫ m,ERS (n ≫ m),plurality,4,0.0
00007-00000067.soi,ers,ERS,269,7,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000068.soi,ers,ERS,902,11,n ≫ m,ERS (n ≫ m),plurality,3,0.0
00007-00000069.soi,ers,ERS,369,4,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000070.soi,ers,ERS,1123,4,n ≫ m,ERS (n ≫ m),plurality,3,0.0
00007-00000071.soi,ers,ERS,276,7,n ≫ m,ERS (n ≫ m),plurality,5,0.0
00007-00000072.soi,ers,ERS,158,4,n ≫ m,ERS (n ≫ m),plurality,4,0.015822784810126667
00007-00000073.soi,ers,ERS,157,5,n ≫ m,ERS (n ≫ m),plurality,3,0.0
00007-00000074.soi,ers,ERS,120,4,n ≫ m,ERS (n ≫ m),plurality,4,0.0
00007-00000075.soi,ers,ERS,134,9,n ≫ m,ERS (n ≫ m),plurality,8,0.0
00007-00000076.soi,ers,ERS,255,5,n ≫ m,ERS (n ≫ m),plurality,5,0.050980392156862786
00007-00000077.soi,ers,ERS,3419,12,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000078.soi,ers,ERS,365,20,n ≫ m,ERS (n ≫ m),plurality,9,0.0
00007-00000079.soi,ers,ERS,661,14,n ≫ m,ERS (n ≫ m),plurality,6,0.0
00007-00000080.soi,ers,ERS,537,13,n ≫ m,ERS (n ≫ m),plurality,4,0.0
00007-00000081.soi,ers,ERS,561,4,n ≫ m,ERS (n ≫ m),plurality,4,0.17067736185383242
00007-00000082.soi,ers,ERS,579,4,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000083.soi,ers,ERS,587,7,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000085.soi,ers,ERS,284,4,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000086.soi,ers,ERS,279,4,n ≫ m,ERS (n ≫ m),plurality,1,0.0
00007-00000087.soi,ers,ERS,275,4,n ≫ m,ERS (n ≫ m),plurality,2,0.0
00006-00000003.soc,skate,Skate,9,14,other,Skate (other),plurality,10,0.0
00006-00000004.soc,skate,Skate,9,14,other,Skate (other),plurality,11,0.0
00006-00000007.soc,skate,Skate,9,23,n ≪ m,Skate (n ≪ m),plurality,20,0.0
00006-00000008.soc,skate,Skate,9,23,n ≪ m,Skate (n ≪ m),plurality,21,0.0
00006-00000011.soc,skate,Skate,9,20,n ≪ m,Skate (n ≪ m),plurality,12,0.0
00006-00000012.soc,skate,Skate,9,20,n ≪ m,Skate (n ≪ m),plurality,20,0.0
00006-00000018.soc,skate,Skate,9,24,n ≪ m,Skate (n ≪ m),plurality,22,0.0
00006-00000021.soc,skate,Skate,7,18,n ≪ m,Skate (n ≪ m),plurality,15,0.0
00006-00000022.soc,skate,Skate,7,18,n ≪ m,Skate (n ≪ m),plurality,3,0.0
00006-00000028.soc,skate,Skate,9,24,n ≪ m,Skate (n ≪ m),plurality,24,0.0
00006-00000029.soc,skate,Skate,9,19,n ≪ m,Skate (n ≪ m),plurality,9,0.0
00006-00000032.soc,skate,Skate,9,23,n ≪ m,Skate (n ≪ m),plurality,12,0.0
00006-00000034.soc,skate,Skate,9,23,n ≪ m,Skate (n ≪ m),plurality,21,0.0
00006-00000035.soc,skate,Skate,9,18,n ≪ m,Skate (n ≪ m),plurality,17,0.0
00006-00000036.soc,skate,Skate,9,18,n ≪ m,Skate (n ≪ m),plurality,6,0.0
00006-00000037.soc,skate,Skate,9,19,n ≪ m,Skate (n ≪ m),plurality,17,0.0
00006-00000044.soc,skate,Skate,9,20,n ≪ m,Skate (n ≪ m),plurality,19,0.0
00006-00000046.soc,skate,Skate,7,30,n ≪ m,Skate (n ≪ m),plurality,25,0.0
00006-00000048.soc,skate,Skate,9,24,n ≪ m,Skate (n ≪ m),plurality,20,0.0
