file,dataset,dataset_label,n,m,regime,group,voting_rule,winner,epsilon,rule_label,epsilon_jitter
00068-00001128.soi,polish,Polish,15,19,other,Polish (other),irv,19,0.21403508771929824,IRV (k=1408),0.21359401126098518
00068-00001129.soi,polish,Polish,15,10,other,Polish (other),irv,9,0.0,IRV (k=1408),-0.0003874107596099241
00068-00001130.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),irv,4,0.16666666666666674,IRV (k=1408),0.16774724255473814
00068-00001131.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),irv,5,0.0,IRV (k=1408),0.00044656182651074114
00068-00001132.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),-0.002396784249904091
00068-00001133.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,5,0.1333333333333333,IRV (k=1408),0.1355017298214204
00068-00001134.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,2,0.0,IRV (k=1408),0.00042060608044399073
00068-00001135.soi,polish,Polish,15,10,other,Polish (other),irv,8,0.0,IRV (k=1408),0.00039678703435497336
00068-00001136.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,2,0.0,IRV (k=1408),-1.8364706770277875e-05
00068-00001137.soi,polish,Polish,15,9,other,Polish (other),irv,5,0.0,IRV (k=1408),-0.0010355148944444395
00068-00001138.soi,polish,Polish,15,8,other,Polish (other),irv,6,0.0,IRV (k=1408),0.0004356046794974522
00068-00001139.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,1,0.0,IRV (k=1408),0.0009511768718571649
00068-00001140.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,1,0.0,IRV (k=1408),-0.0034937913826911097
00068-00001141.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),-0.0010775216746921913
00068-00001142.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),-0.0005098939408071787
00068-00001143.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),0.0005123412113885563
00068-00001144.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),0.0023866220118542517
00068-00001145.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,3,0.0,IRV (k=1408),-0.0015434816291935646
00068-00001146.soi,polish,Polish,15,11,other,Polish (other),irv,10,0.0,IRV (k=1408),-0.000995923693635684
00068-00001147.soi,polish,Polish,15,10,other,Polish (other),irv,2,0.0,IRV (k=1408),-0.0010250682212931002
00068-00001148.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),irv,2,0.0,IRV (k=1408),-0.001603055180209083
00068-00001149.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),-0.000694372990224525
00068-00001150.soi,polish,Polish,15,11,other,Polish (other),irv,4,0.0,IRV (k=1408),0.0015416044399759424
00068-00001151.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,2,0.0,IRV (k=1408),-0.002107670990728691
00068-00001152.soi,polish,Polish,15,16,n ≈ m,Polish (n ≈ m),irv,14,0.0,IRV (k=1408),0.0008556287903058065
00068-00001153.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),irv,8,0.0,IRV (k=1408),-0.003403804460036671
00068-00001154.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,3,0.0,IRV (k=1408),-0.001122675992884412
00068-00001155.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,2,0.0,IRV (k=1408),-0.0006589786004359722
00068-00001156.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),0.0033497193458281297
00068-00001157.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),-0.000549604609505376
00068-00001158.soi,polish,Polish,15,9,other,Polish (other),irv,7,0.0,IRV (k=1408),-0.004402486946901837
00068-00001159.soi,polish,Polish,15,8,other,Polish (other),irv,7,0.0,IRV (k=1408),-0.0039977778137225
00068-00001160.soi,polish,Polish,15,9,other,Polish (other),irv,4,0.0,IRV (k=1408),6.805917269336198e-05
00068-00001161.soi,polish,Polish,15,9,other,Polish (other),irv,3,0.0,IRV (k=1408),0.0012275417115798174
00068-00001162.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,2,0.0,IRV (k=1408),0.0007509117152545056
00068-00001163.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),0.0003351402116019806
00068-00001164.soi,polish,Polish,15,9,other,Polish (other),irv,7,0.0,IRV (k=1408),0.0023245191950113336
00068-00001165.soi,polish,Polish,15,10,other,Polish (other),irv,6,0.0,IRV (k=1408),-0.0010791824414742633
00068-00001166.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,3,0.0,IRV (k=1408),0.0017898211120536505
00068-00001167.soi,polish,Polish,21,13,other,Polish (other),irv,8,0.0,IRV (k=1408),-0.0032640297700528348
00068-00001168.soi,polish,Polish,15,8,other,Polish (other),irv,5,0.0,IRV (k=1408),-0.0018098956658761326
00068-00001169.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),-0.0036140827898636326
00068-00001170.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),-0.0005496906013395845
00068-00001171.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,1,0.0,IRV (k=1408),-9.252243453268508e-05
00068-00001172.soi,polish,Polish,15,8,other,Polish (other),irv,2,0.0,IRV (k=1408),0.00022820298445303983
00068-00001173.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,2,0.0,IRV (k=1408),0.00012376670577427041
00068-00001174.soi,polish,Polish,15,8,other,Polish (other),irv,7,0.0,IRV (k=1408),-0.001855106661623456
00068-00001175.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),irv,2,0.0,IRV (k=1408),-0.00038048168882643134
00068-00001176.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),-0.002994893337211497
00068-00001177.soi,polish,Polish,15,8,other,Polish (other),irv,2,0.0,IRV (k=1408),0.002726457950264501
00068-00001178.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,1,0.0,IRV (k=1408),-0.000607252145796002
00068-00001179.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),-0.0009777722380873825
00068-00001180.soi,polish,Polish,15,9,other,Polish (other),irv,8,0.0,IRV (k=1408),0.003177880656888166
00068-00001181.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,5,0.0,IRV (k=1408),-0.0024844930670984582
00068-00001182.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,1,0.0,IRV (k=1408),-0.0022511742280639383
00068-00001183.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,5,0.0,IRV (k=1408),-0.0021924406497371303
00068-00001184.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,3,0.0,IRV (k=1408),-0.0001357427633989638
00068-00001185.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,3,0.0,IRV (k=1408),0.0008632632592751947
00068-00001186.soi,polish,Polish,15,12,other,Polish (other),irv,12,0.0,IRV (k=1408),0.0014793509362356675
00068-00001187.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,7,0.0,IRV (k=1408),0.0051439906349899376
00068-00001188.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,2,0.0,IRV (k=1408),-0.004498864908401528
00068-00001189.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,5,0.0,IRV (k=1408),0.001217471178248834
00068-00001190.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),-0.0011142611451444625
00068-00001191.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),irv,11,0.0,IRV (k=1408),-0.001172830297777547
00068-00001192.soi,polish,Polish,15,8,other,Polish (other),irv,1,0.0,IRV (k=1408),-0.0012395442565077553
00068-00001193.soi,polish,Polish,15,9,other,Polish (other),irv,4,0.0,IRV (k=1408),-0.0018175393416159466
00068-00001194.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,7,0.0,IRV (k=1408),0.0033690496692069037
00068-00001195.soi,polish,Polish,21,11,other,Polish (other),irv,8,0.0,IRV (k=1408),0.0016845946540278054
00068-00001196.soi,polish,Polish,15,8,other,Polish (other),irv,1,0.0,IRV (k=1408),4.639195711474965e-05
00068-00001197.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),0.0027020315049740007
00068-00001198.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),-0.003025057930597751
00068-00001199.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),irv,1,0.0,IRV (k=1408),-0.0026614102626618522
00068-00001200.soi,polish,Polish,21,15,other,Polish (other),irv,12,0.0,IRV (k=1408),-0.004355935464389376
00068-00001201.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,1,0.0,IRV (k=1408),-0.001398829080246575
00068-00001202.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,3,0.0,IRV (k=1408),0.00032339705340950583
00068-00001203.soi,polish,Polish,15,11,other,Polish (other),irv,7,0.0,IRV (k=1408),0.00020571715586466816
00068-00001204.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),0.00029868382211976094
00068-00001205.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,5,0.0,IRV (k=1408),-0.0028221136621321636
00068-00001206.soi,polish,Polish,15,8,other,Polish (other),irv,7,0.0,IRV (k=1408),0.001606309485228044
00068-00001207.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),0.0004792550364779959
00068-00001208.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),0.001466108562931997
00068-00001209.soi,polish,Polish,15,8,other,Polish (other),irv,1,0.0,IRV (k=1408),-0.003785524355180104
00068-00001210.soi,polish,Polish,15,9,other,Polish (other),irv,5,0.0,IRV (k=1408),0.0006229817175955797
00068-00001211.soi,polish,Polish,15,9,other,Polish (other),irv,1,0.0,IRV (k=1408),-0.002375530479835054
00068-00001212.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,1,0.0,IRV (k=1408),-0.0007946465051027237
00068-00001213.soi,polish,Polish,15,9,other,Polish (other),irv,8,0.0,IRV (k=1408),0.0010687297972727667
00068-00001214.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,5,0.0,IRV (k=1408),0.00018218721251182636
00068-00001215.soi,polish,Polish,15,19,other,Polish (other),irv,18,0.0,IRV (k=1408),-0.0017030799595586378
00068-00001216.soi,polish,Polish,15,9,other,Polish (other),irv,9,0.0888888888888888,IRV (k=1408),0.08890143520125764
00068-00001217.soi,polish,Polish,15,10,other,Polish (other),irv,1,0.0,IRV (k=1408),-0.0030630706304872863
00068-00001218.soi,polish,Polish,15,11,other,Polish (other),irv,6,0.0,IRV (k=1408),0.002300534791796592
00068-00001219.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,5,0.0,IRV (k=1408),-0.0004105680389925025
00068-00001220.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),irv,3,0.0,IRV (k=1408),0.002237099888510652
00068-00001221.soi,polish,Polish,15,11,other,Polish (other),irv,9,0.0,IRV (k=1408),-0.001053063374192086
00068-00001222.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),irv,8,0.0,IRV (k=1408),-0.0010471519768131658
00068-00001223.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),-0.001528373573275693
00068-00001224.soi,polish,Polish,15,12,other,Polish (other),irv,9,0.0,IRV (k=1408),0.0017523478633861508
00068-00001225.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,7,0.0,IRV (k=1408),-0.0014188623146569517
00068-00001226.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,5,0.0,IRV (k=1408),0.001289190864830353
00068-00001227.soi,polish,Polish,15,9,other,Polish (other),irv,1,0.0,IRV (k=1408),-0.0007649047953385804
00068-00001228.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,7,0.0,IRV (k=1408),-0.003951926599783239
00068-00001229.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,7,0.0,IRV (k=1408),-0.0011406281355729323
00068-00001230.soi,polish,Polish,15,9,other,Polish (other),irv,7,0.0,IRV (k=1408),-0.0023582164287256962
00068-00001231.soi,polish,Polish,15,9,other,Polish (other),irv,9,0.0,IRV (k=1408),6.780544736467501e-05
00068-00001232.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),-0.0023808154713489803
00068-00001233.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),0.0018519502014292335
00068-00001234.soi,polish,Polish,15,16,n ≈ m,Polish (n ≈ m),irv,13,0.0,IRV (k=1408),-0.00018215172070605446
00068-00001235.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,1,0.0,IRV (k=1408),-0.0003551919895174779
00068-00001236.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,2,0.0,IRV (k=1408),0.0013117842755751652
00068-00001237.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),0.001927813868151725
00068-00001238.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,1,0.0,IRV (k=1408),-4.019750353930329e-05
00068-00001239.soi,polish,Polish,15,8,other,Polish (other),irv,6,0.0,IRV (k=1408),-0.0015424005990985813
00068-00001240.soi,polish,Polish,15,8,other,Polish (other),irv,8,0.1416666666666666,IRV (k=1408),0.13811872743444234
00068-00001241.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),-0.00137209951407036
00068-00001242.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,7,0.0,IRV (k=1408),-0.0012344244932959232
00068-00001243.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),0.00021411490598459353
00068-00001244.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),-0.0006902937622760544
00068-00001245.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),0.0013758659441028562
00068-00001246.soi,polish,Polish,15,10,other,Polish (other),irv,3,0.0,IRV (k=1408),-0.001225966542541379
00068-00001247.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),irv,5,0.0,IRV (k=1408),-0.00011408233370588353
00068-00001248.soi,polish,Polish,15,11,other,Polish (other),irv,8,0.0,IRV (k=1408),0.002367974886393779
00068-00001249.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,7,0.12380952380952381,IRV (k=1408),0.12449317423743375
00068-00001250.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),irv,12,0.0,IRV (k=1408),-0.00012007508337712902
00068-00001251.soi,polish,Polish,21,11,other,Polish (other),irv,9,0.0,IRV (k=1408),-0.001203888883870354
00068-00001252.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),-0.0012664627934299542
00068-00001253.soi,polish,Polish,15,8,other,Polish (other),irv,8,0.0,IRV (k=1408),-0.0017012265059038955
00068-00001254.soi,polish,Polish,15,11,other,Polish (other),irv,5,0.0,IRV (k=1408),-0.0010820137315657988
00068-00001255.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,1,0.0,IRV (k=1408),0.0015113316774886293
00068-00001256.soi,polish,Polish,15,8,other,Polish (other),irv,4,0.0,IRV (k=1408),-0.0004437765425845374
00068-00001257.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),-0.002699546138762462
00068-00001258.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,5,0.0,IRV (k=1408),0.003536338586119567
00068-00001259.soi,polish,Polish,15,12,other,Polish (other),irv,10,0.0,IRV (k=1408),0.0006399303822903261
00068-00001260.soi,polish,Polish,15,9,other,Polish (other),irv,7,0.0,IRV (k=1408),-0.002813886801026339
00068-00001261.soi,polish,Polish,15,8,other,Polish (other),irv,5,0.0,IRV (k=1408),-0.0008836978544816478
00068-00001262.soi,polish,Polish,15,8,other,Polish (other),irv,6,0.0,IRV (k=1408),0.00022177276565683572
00068-00001263.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),0.003409184186594754
00068-00001264.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,1,0.0,IRV (k=1408),-0.0022162249165177386
00068-00001265.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,5,0.0,IRV (k=1408),0.0019520814387118932
00068-00001266.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),0.002798972853944686
00068-00001267.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,1,0.0,IRV (k=1408),-0.0012573086101491404
00068-00001268.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,3,0.0,IRV (k=1408),-0.0005550272377204669
00068-00001269.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,3,0.0,IRV (k=1408),-0.0020726184947475407
00068-00001270.soi,polish,Polish,15,11,other,Polish (other),irv,4,0.0,IRV (k=1408),-0.00040692228216060976
00068-00001271.soi,polish,Polish,21,12,other,Polish (other),irv,4,0.0,IRV (k=1408),-7.317994868586233e-05
00068-00001272.soi,polish,Polish,15,12,other,Polish (other),irv,11,0.03333333333333344,IRV (k=1408),0.03465263332949818
00068-00001273.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),0.0021803669420408936
00068-00001274.soi,polish,Polish,15,12,other,Polish (other),irv,3,0.0,IRV (k=1408),-0.0014961921292432944
00068-00001275.soi,polish,Polish,15,8,other,Polish (other),irv,3,0.0,IRV (k=1408),-0.003934650128451989
00068-00001276.soi,polish,Polish,15,9,other,Polish (other),irv,8,0.0,IRV (k=1408),-4.248955855248426e-05
00068-00001277.soi,polish,Polish,15,8,other,Polish (other),irv,7,0.0,IRV (k=1408),0.0005870750599372811
00068-00001278.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,2,0.0,IRV (k=1408),0.0004988353753700833
00068-00001279.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),-0.000653346495018088
00068-00001280.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,1,0.0,IRV (k=1408),0.000249504199327869
00068-00001281.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,3,0.0,IRV (k=1408),0.0030308896167044953
00068-00001282.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,1,0.0,IRV (k=1408),0.0007634683379250186
00068-00001283.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,3,0.0,IRV (k=1408),-0.0007467368500061689
00068-00001284.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),-0.0010003956341919915
00068-00001285.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),irv,7,0.0,IRV (k=1408),-0.0003397047153554613
00068-00001286.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,2,0.0,IRV (k=1408),0.0032734799236612796
00068-00001287.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),irv,2,0.0,IRV (k=1408),-0.0003666014190523946
00068-00001288.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),irv,6,0.0,IRV (k=1408),-3.9588689041415946e-05
00068-00001289.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,3,0.0,IRV (k=1408),-0.0009646271418726059
00068-00001290.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),0.0021979667148839294
00068-00001291.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),0.00391967450948935
00068-00001292.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),irv,10,0.0,IRV (k=1408),0.0009012260988627767
00068-00001293.soi,polish,Polish,15,12,other,Polish (other),irv,3,0.0,IRV (k=1408),0.0001655458075708515
00068-00001294.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,1,0.0,IRV (k=1408),7.356566634846956e-05
00068-00001295.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,5,0.0,IRV (k=1408),-0.004768613577571491
00068-00001296.soi,polish,Polish,15,12,other,Polish (other),irv,4,0.0,IRV (k=1408),0.0014903017285696348
00068-00001297.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),0.00026833283199168706
00068-00001298.soi,polish,Polish,15,9,other,Polish (other),irv,9,0.0,IRV (k=1408),0.00085668410132145
00068-00001299.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),irv,10,0.0,IRV (k=1408),-0.0014229243881674096
00068-00001300.soi,polish,Polish,15,9,other,Polish (other),irv,3,0.0,IRV (k=1408),-0.0007689137579541833
00068-00001301.soi,polish,Polish,15,10,other,Polish (other),irv,4,0.0,IRV (k=1408),-0.0008220498730063461
00068-00001302.soi,polish,Polish,21,13,other,Polish (other),irv,13,0.0,IRV (k=1408),0.0020432459681460776
00068-00001303.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),-0.0007575196732061867
00068-00001304.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),0.004165320644219595
00068-00001305.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,7,0.0,IRV (k=1408),0.0008617248380300748
00068-00001306.soi,polish,Polish,21,11,other,Polish (other),irv,7,0.0,IRV (k=1408),-0.0025513653199914633
00068-00001307.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),irv,1,0.0,IRV (k=1408),-0.0002570925865039137
00068-00001308.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),irv,4,0.0,IRV (k=1408),-0.0013033502443128312
00068-00001309.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,3,0.0,IRV (k=1408),-0.004388764939640049
00068-00001310.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),irv,9,0.0,IRV (k=1408),0.003198941880227579
00068-00001311.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,6,0.0,IRV (k=1408),0.001406285084440008
00068-00001312.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),irv,3,0.0,IRV (k=1408),0.001066414635798625
00068-00001313.soi,polish,Polish,15,8,other,Polish (other),irv,5,0.0,IRV (k=1408),0.0003308073205994085
00068-00001314.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),irv,3,0.0,IRV (k=1408),-0.0027640351373848754
00068-00001315.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),irv,7,0.0,IRV (k=1408),-0.0009672342791108735
00064-00000001.soi,eurovision,Eurovision,19,19,n ≈ m,Eurovision (n ≈ m),irv,4,0.0,IRV (k=1408),0.0016835615495680255
00064-00000002.soi,eurovision,Eurovision,18,18,n ≈ m,Eurovision (n ≈ m),irv,16,0.0,IRV (k=1408),-0.0021024400595650054
00064-00000003.soi,eurovision,Eurovision,18,18,n ≈ m,Eurovision (n ≈ m),irv,13,0.0,IRV (k=1408),-0.005063538632501628
00064-00000004.soi,eurovision,Eurovision,20,19,n ≈ m,Eurovision (n ≈ m),irv,1,0.0,IRV (k=1408),-0.00045421201556185205
00064-00000005.soi,eurovision,Eurovision,19,19,n ≈ m,Eurovision (n ≈ m),irv,9,0.0,IRV (k=1408),-0.0002835151080550772
00064-00000006.soi,eurovision,Eurovision,19,19,n ≈ m,Eurovision (n ≈ m),irv,18,0.05263157894736836,IRV (k=1408),0.05290270578019778
00064-00000007.soi,eurovision,Eurovision,20,19,n ≈ m,Eurovision (n ≈ m),irv,18,0.14473684210526305,IRV (k=1408),0.14619387939229211
00064-00000008.soi,eurovision,Eurovision,18,17,n ≈ m,Eurovision (n ≈ m),irv,7,0.0,IRV (k=1408),0.0012752116244624172
00064-00000009.soi,eurovision,Eurovision,20,18,n ≈ m,Eurovision (n ≈ m),irv,10,0.0,IRV (k=1408),0.0005175396104878432
00064-00000010.soi,eurovision,Eurovision,19,19,n ≈ m,Eurovision (n ≈ m),irv,10,0.0,IRV (k=1408),0.0023910627761734187
00064-00000011.soi,eurovision,Eurovision,19,19,n ≈ m,Eurovision (n ≈ m),irv,15,0.0,IRV (k=1408),-0.0030379395616266292
00064-00000012.soi,eurovision,Eurovision,20,20,n ≈ m,Eurovision (n ≈ m),irv,9,0.0,IRV (k=1408),0.0010091636289547806
00064-00000013.soi,eurovision,Eurovision,22,21,n ≈ m,Eurovision (n ≈ m),irv,20,0.04112554112554112,IRV (k=1408),0.04237861785221501
00064-00000014.soi,eurovision,Eurovision,21,20,n ≈ m,Eurovision (n ≈ m),irv,13,0.0,IRV (k=1408),-0.0024791245721604792
00064-00000015.soi,eurovision,Eurovision,22,21,n ≈ m,Eurovision (n ≈ m),irv,14,0.0,IRV (k=1408),-0.0030057412173647787
00064-00000016.soi,eurovision,Eurovision,22,22,n ≈ m,Eurovision (n ≈ m),irv,5,0.0,IRV (k=1408),-0.0014918842529512027
00064-00000017.soi,eurovision,Eurovision,22,21,n ≈ m,Eurovision (n ≈ m),irv,16,0.0,IRV (k=1408),-0.001323082885030584
00064-00000018.soi,eurovision,Eurovision,23,23,n ≈ m,Eurovision (n ≈ m),irv,10,0.0,IRV (k=1408),0.0015068389270048615
00064-00000019.soi,eurovision,Eurovision,25,25,n ≈ m,Eurovision (n ≈ m),irv,22,0.0,IRV (k=1408),-0.00122907756738219
00064-00000020.soi,eurovision,Eurovision,25,24,n ≈ m,Eurovision (n ≈ m),irv,21,0.0,IRV (k=1408),-0.0017126970365624078
00064-00000021.soi,eurovision,Eurovision,23,23,n ≈ m,Eurovision (n ≈ m),irv,17,0.0,IRV (k=1408),-0.0012232674733891182
00064-00000022.soi,eurovision,Eurovision,23,23,n ≈ m,Eurovision (n ≈ m),irv,20,0.04347826086956519,IRV (k=1408),0.045715525537873614
00064-00000023.soi,eurovision,Eurovision,25,23,n ≈ m,Eurovision (n ≈ m),irv,11,0.0,IRV (k=1408),2.6086748753904267e-05
00064-00000024.soi,eurovision,Eurovision,25,24,n ≈ m,Eurovision (n ≈ m),irv,1,0.0,IRV (k=1408),-0.00035850205071382357
00064-00000025.soi,eurovision,Eurovision,23,23,n ≈ m,Eurovision (n ≈ m),irv,16,0.0,IRV (k=1408),-0.00022001099740210294
00064-00000026.soi,eurovision,Eurovision,24,24,n ≈ m,Eurovision (n ≈ m),irv,5,0.0,IRV (k=1408),0.0025841206686530453
