file,dataset,dataset_label,n,m,regime,group,voting_rule,winner,epsilon,rule_label,epsilon_jitter
00068-00000115.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,1,0.0,BORDA (k=1374),0.0011641954069372316
00068-00000116.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,4,0.0,BORDA (k=1374),-0.00045296819769966387
00068-00000117.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,4,0.0,BORDA (k=1374),-0.0019188784734469595
00068-00000118.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),-0.000744413552142106
00068-00000119.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,4,0.0,BORDA (k=1374),0.002177497239408372
00068-00000120.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,1,0.0,BORDA (k=1374),0.0037691726118692184
00068-00000121.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,6,0.0,BORDA (k=1374),0.0030864870565443783
00068-00000122.soi,polish,Polish,15,10,other,Polish (other),borda,1,0.0,BORDA (k=1374),-0.0009776988435725483
00068-00000123.soi,polish,Polish,15,10,other,Polish (other),borda,6,0.0,BORDA (k=1374),-0.0022392348665780226
00068-00000124.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),0.0002817724938224079
00068-00000125.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,4,0.0,BORDA (k=1374),-0.003536878731125703
00068-00000126.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,6,0.0,BORDA (k=1374),0.000646335428369563
00068-00000127.soi,polish,Polish,15,9,other,Polish (other),borda,4,0.0,BORDA (k=1374),-0.00029520517259733735
00068-00000128.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),borda,4,0.0,BORDA (k=1374),-0.0009320730037364845
00068-00000129.soi,polish,Polish,15,8,other,Polish (other),borda,4,0.0,BORDA (k=1374),-0.003189406134533591
00068-00000130.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),0.0010272002131394332
00068-00000131.soi,polish,Polish,15,9,other,Polish (other),borda,8,0.0,BORDA (k=1374),-0.0010654016793238228
00068-00000132.soi,polish,Polish,15,9,other,Polish (other),borda,4,0.0,BORDA (k=1374),-0.002339833671420576
00068-00000133.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,1,0.0,BORDA (k=1374),-0.0057445244265632986
00068-00000134.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),borda,6,0.0,BORDA (k=1374),-5.502981010127251e-05
00068-00000135.soi,polish,Polish,21,12,other,Polish (other),borda,3,0.0,BORDA (k=1374),0.003544503193339488
00068-00000136.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),0.00332251842909574
00068-00000137.soi,polish,Polish,21,4,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),-0.0009141925131725437
00068-00000138.soi,polish,Polish,15,10,other,Polish (other),borda,5,0.0,BORDA (k=1374),-0.001204424120723561
00068-00000139.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),0.0009375485121500476
00068-00000140.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,6,0.0,BORDA (k=1374),-0.001996770878376583
00068-00000141.soi,polish,Polish,15,10,other,Polish (other),borda,5,0.0,BORDA (k=1374),0.000603583799638932
00068-00000142.soi,polish,Polish,15,10,other,Polish (other),borda,3,0.0,BORDA (k=1374),0.0015321605567693807
00068-00000143.soi,polish,Polish,15,18,n ≈ m,Polish (n ≈ m),borda,15,0.0,BORDA (k=1374),0.002453866447768615
00068-00000144.soi,polish,Polish,21,12,other,Polish (other),borda,9,0.0,BORDA (k=1374),-0.00020030815295990557
00068-00000145.soi,polish,Polish,21,5,n ≫ m,Polish (n ≫ m),borda,5,0.0,BORDA (k=1374),-0.00040734750035393175
00068-00000146.soi,polish,Polish,21,11,other,Polish (other),borda,8,0.0,BORDA (k=1374),-0.0017559651735131222
00068-00000147.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),-0.00165376070807972
00068-00000148.soi,polish,Polish,15,8,other,Polish (other),borda,5,0.0,BORDA (k=1374),-0.00045295778380305353
00068-00000149.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),borda,1,0.0,BORDA (k=1374),0.0007347310136323562
00068-00000150.soi,polish,Polish,15,9,other,Polish (other),borda,5,0.0,BORDA (k=1374),0.001827169252466499
00068-00000151.soi,polish,Polish,15,10,other,Polish (other),borda,1,0.0,BORDA (k=1374),-0.0016063579013606897
00068-00000152.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),0.0029853771379190434
00068-00000153.soi,polish,Polish,15,9,other,Polish (other),borda,8,0.0,BORDA (k=1374),-0.0005422472020851375
00068-00000154.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),-4.273458869687231e-05
00068-00000155.soi,polish,Polish,15,10,other,Polish (other),borda,6,0.0,BORDA (k=1374),-0.0014944233582956468
00068-00000156.soi,polish,Polish,15,11,other,Polish (other),borda,4,0.0,BORDA (k=1374),-0.004848480520545883
00068-00000157.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,5,0.06666666666666665,BORDA (k=1374),0.06843475745938875
00068-00000158.soi,polish,Polish,15,9,other,Polish (other),borda,2,0.0,BORDA (k=1374),0.0014736877941848667
00068-00000159.soi,polish,Polish,15,9,other,Polish (other),borda,3,0.0,BORDA (k=1374),-0.0005626551142364268
00068-00000160.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,4,0.0,BORDA (k=1374),0.00013398143444974384
00068-00000161.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,4,0.0,BORDA (k=1374),0.0010318784354081988
00068-00000162.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,6,0.0,BORDA (k=1374),-0.0031250917137730853
00068-00000163.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,6,0.0,BORDA (k=1374),-0.0010581053546925897
00068-00000164.soi,polish,Polish,15,9,other,Polish (other),borda,1,0.0,BORDA (k=1374),0.0015885293592436543
00068-00000165.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),-0.002508578846338499
00068-00000166.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,1,0.0,BORDA (k=1374),0.0005871158643332585
00068-00000167.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),borda,5,0.0,BORDA (k=1374),-0.0027131636092468103
00068-00000168.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,5,0.0,BORDA (k=1374),0.0009328599648670528
00068-00000169.soi,polish,Polish,21,4,n ≫ m,Polish (n ≫ m),borda,1,0.0,BORDA (k=1374),-7.128296459496713e-05
00068-00000170.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),-0.003230263631811019
00068-00000171.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),0.002329478708914343
00068-00000172.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),-0.0014691831535960985
00068-00000173.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),-0.001620504874028762
00068-00000174.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),0.00040113839446188573
00068-00000175.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,4,0.0,BORDA (k=1374),0.0022972746988574304
00068-00000176.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),-0.002031643637956794
00068-00000177.soi,polish,Polish,23,9,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),0.0001233596996959433
00068-00000178.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,1,0.0,BORDA (k=1374),0.000857633000661146
00068-00000179.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,5,0.0,BORDA (k=1374),0.0013862112145262883
00068-00000180.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),0.0003528831105544504
00068-00000181.soi,polish,Polish,21,11,other,Polish (other),borda,8,0.0,BORDA (k=1374),-0.0007340556781666446
00068-00000182.soi,polish,Polish,15,8,other,Polish (other),borda,1,0.0,BORDA (k=1374),-0.0016551804412974394
00068-00000183.soi,polish,Polish,15,8,other,Polish (other),borda,1,0.0,BORDA (k=1374),0.0001722877660927495
00068-00000184.soi,polish,Polish,15,8,other,Polish (other),borda,7,0.0,BORDA (k=1374),-0.002144278023971214
00068-00000185.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),-0.0058427009669892145
00068-00000186.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),0.0008731196083153356
00068-00000187.soi,polish,Polish,15,10,other,Polish (other),borda,4,0.0,BORDA (k=1374),0.0018078696821723906
00068-00000188.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),-0.004725864871083677
00068-00000189.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),-0.002019461409419875
00068-00000190.soi,polish,Polish,15,8,other,Polish (other),borda,6,0.0,BORDA (k=1374),0.0012383085220103957
00068-00000191.soi,polish,Polish,15,9,other,Polish (other),borda,5,0.0,BORDA (k=1374),0.004114990939423397
00068-00000192.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,1,0.0,BORDA (k=1374),4.158741535081579e-05
00068-00000193.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,1,0.0,BORDA (k=1374),-0.001456005882458269
00068-00000194.soi,polish,Polish,15,8,other,Polish (other),borda,8,0.0,BORDA (k=1374),-0.00036579288220968035
00068-00000196.soi,polish,Polish,15,11,other,Polish (other),borda,1,0.0,BORDA (k=1374),0.0027497528382963697
00068-00000197.soi,polish,Polish,15,8,other,Polish (other),borda,2,0.0,BORDA (k=1374),-0.0012919283582490707
00068-00000198.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,7,0.0,BORDA (k=1374),-0.0015983840133005072
00068-00000199.soi,polish,Polish,15,9,other,Polish (other),borda,7,0.0,BORDA (k=1374),-0.0009654870443640648
00068-00000200.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),borda,1,0.0,BORDA (k=1374),-0.0019066572165174248
00068-00000201.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,5,0.0,BORDA (k=1374),0.00024534063198959106
00068-00000202.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,4,0.0,BORDA (k=1374),0.003249356916939121
00068-00000203.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),borda,4,0.0,BORDA (k=1374),0.0006461585462320581
00068-00000204.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,4,0.0,BORDA (k=1374),-0.0005047070042525753
00068-00000205.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),borda,1,0.0,BORDA (k=1374),-0.0005836225378310882
00068-00000206.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),-0.003126381617393314
00068-00000207.soi,polish,Polish,15,9,other,Polish (other),borda,8,0.0,BORDA (k=1374),0.001766219554294318
00068-00000208.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,6,0.0,BORDA (k=1374),-0.00015567439402560407
00068-00000209.soi,polish,Polish,21,13,other,Polish (other),borda,13,0.06593406593406592,BORDA (k=1374),0.06557310610688467
00068-00000210.soi,polish,Polish,15,12,other,Polish (other),borda,5,0.0,BORDA (k=1374),0.006386215135689721
00068-00000211.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),0.0005975058167313725
00068-00000212.soi,polish,Polish,23,16,other,Polish (other),borda,4,0.0,BORDA (k=1374),-0.0015035821001903686
00068-00000213.soi,polish,Polish,15,19,other,Polish (other),borda,1,0.0,BORDA (k=1374),-0.0008527151924110866
00068-00000214.soi,polish,Polish,15,18,n ≈ m,Polish (n ≈ m),borda,8,0.0,BORDA (k=1374),0.0022968914183935096
00068-00000215.soi,polish,Polish,15,18,n ≈ m,Polish (n ≈ m),borda,8,0.0,BORDA (k=1374),0.00022654082107552892
00068-00000216.soi,polish,Polish,15,9,other,Polish (other),borda,6,0.0,BORDA (k=1374),-0.0028765559566347335
00068-00000218.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,6,0.0,BORDA (k=1374),0.001838457869150407
00068-00000219.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,6,0.0,BORDA (k=1374),-0.0013362881710779879
00068-00000220.soi,polish,Polish,15,10,other,Polish (other),borda,9,0.0,BORDA (k=1374),0.0037465955524350913
00068-00000221.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,1,0.0,BORDA (k=1374),0.002160096131429297
00068-00000222.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),-0.0008946437913175024
00068-00000223.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,4,0.0,BORDA (k=1374),0.0025620327234702257
00068-00000224.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),0.00013571102105480658
00068-00000225.soi,polish,Polish,15,8,other,Polish (other),borda,6,0.0,BORDA (k=1374),0.0017055473502444389
00068-00000226.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,1,0.0,BORDA (k=1374),0.0009694656345889495
00068-00000227.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,1,0.0,BORDA (k=1374),-0.001692713309981747
00068-00000228.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),borda,6,0.0,BORDA (k=1374),-0.001287099664634924
00068-00000229.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),0.0020599216351623226
00068-00000230.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,4,0.0,BORDA (k=1374),-0.0006695506642130818
00068-00000231.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,5,0.0,BORDA (k=1374),-0.0008072969264839935
00068-00000232.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),-0.001910245158698706
00068-00000233.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,1,0.0,BORDA (k=1374),0.0008471981311869222
00068-00000234.soi,polish,Polish,15,8,other,Polish (other),borda,7,0.0,BORDA (k=1374),0.00412504983848629
00068-00000235.soi,polish,Polish,21,11,other,Polish (other),borda,6,0.0,BORDA (k=1374),-0.002135065828508546
00068-00000236.soi,polish,Polish,15,10,other,Polish (other),borda,7,0.0,BORDA (k=1374),4.843891334551614e-05
00068-00000237.soi,polish,Polish,15,8,other,Polish (other),borda,8,0.0,BORDA (k=1374),0.0028244411108308584
00068-00000238.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,4,0.0,BORDA (k=1374),-0.0001592827824914303
00068-00000239.soi,polish,Polish,21,11,other,Polish (other),borda,1,0.0,BORDA (k=1374),0.0009047435924994678
00068-00000240.soi,polish,Polish,15,11,other,Polish (other),borda,8,0.0,BORDA (k=1374),-0.0021247870562937595
00068-00000241.soi,polish,Polish,15,12,other,Polish (other),borda,3,0.0,BORDA (k=1374),0.0008566141944152972
00068-00000242.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),-0.00037428853000909756
00068-00000243.soi,polish,Polish,15,9,other,Polish (other),borda,9,0.022222222222222143,BORDA (k=1374),0.02419368221358187
00068-00000244.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,1,0.0,BORDA (k=1374),0.0023747721031295026
00068-00000245.soi,polish,Polish,15,12,other,Polish (other),borda,12,0.0,BORDA (k=1374),0.005179127284037228
00068-00000246.soi,polish,Polish,15,11,other,Polish (other),borda,6,0.0,BORDA (k=1374),0.0011592663464271514
00068-00000247.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),borda,8,0.0,BORDA (k=1374),0.0006515926331643329
00068-00000248.soi,polish,Polish,15,9,other,Polish (other),borda,2,0.0,BORDA (k=1374),0.00038876860315467204
00068-00000249.soi,polish,Polish,15,10,other,Polish (other),borda,4,0.0,BORDA (k=1374),-0.0007063325856213767
00068-00000250.soi,polish,Polish,21,17,n ≈ m,Polish (n ≈ m),borda,2,0.0,BORDA (k=1374),0.0006769676869233823
00068-00000251.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),borda,2,0.0,BORDA (k=1374),-0.0005908028202780589
00068-00000252.soi,polish,Polish,15,10,other,Polish (other),borda,8,0.0,BORDA (k=1374),0.0003369219525392286
00068-00000253.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,1,0.0,BORDA (k=1374),0.0026351950712159193
00068-00000254.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,4,0.0,BORDA (k=1374),-0.0020130851305592825
00068-00000255.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,5,0.0,BORDA (k=1374),0.0022797571222580907
00068-00000256.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),borda,4,0.0,BORDA (k=1374),0.0026342301346797305
00068-00000257.soi,polish,Polish,21,11,other,Polish (other),borda,6,0.0,BORDA (k=1374),-0.00023613705398215748
00068-00000258.soi,polish,Polish,23,15,other,Polish (other),borda,1,0.0,BORDA (k=1374),-0.00424370979801719
00068-00000259.soi,polish,Polish,15,11,other,Polish (other),borda,8,0.0,BORDA (k=1374),-0.001215643974188865
00068-00000260.soi,polish,Polish,15,8,other,Polish (other),borda,1,0.0,BORDA (k=1374),0.0025939890931222184
00068-00000261.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),borda,3,0.0,BORDA (k=1374),-4.5736124597764246e-05
00068-00000262.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,7,0.0,BORDA (k=1374),-0.0019986044645898217
00068-00000263.soi,polish,Polish,15,8,other,Polish (other),borda,1,0.0,BORDA (k=1374),-0.001009549842456435
00068-00000264.soi,polish,Polish,15,10,other,Polish (other),borda,10,0.03333333333333344,BORDA (k=1374),0.03501457338634254
00068-00000265.soi,polish,Polish,15,16,n ≈ m,Polish (n ≈ m),borda,12,0.0,BORDA (k=1374),0.0010934671364027585
00068-00000266.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,6,0.0,BORDA (k=1374),-0.00047786419833938863
00068-00000267.soi,polish,Polish,15,8,other,Polish (other),borda,2,0.0,BORDA (k=1374),-0.0007336488236293751
00068-00000268.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,4,0.0,BORDA (k=1374),-0.0007835162980876438
00068-00000269.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),borda,13,0.0,BORDA (k=1374),-0.001844820368997005
00068-00000270.soi,polish,Polish,15,8,other,Polish (other),borda,8,0.0,BORDA (k=1374),0.0032307513789388838
00068-00000271.soi,polish,Polish,15,9,other,Polish (other),borda,9,0.0,BORDA (k=1374),-0.0006446409384226798
00068-00000272.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),borda,6,0.0,BORDA (k=1374),0.002434317041650993
00068-00000273.soi,polish,Polish,15,9,other,Polish (other),borda,1,0.0,BORDA (k=1374),0.0030426321038449027
00068-00000274.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,5,0.0,BORDA (k=1374),0.0019966217962959208
00068-00000275.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),-0.0008632406254360968
00068-00000276.soi,polish,Polish,15,22,other,Polish (other),borda,8,0.0,BORDA (k=1374),0.0008074601806732189
00068-00000277.soi,polish,Polish,15,8,other,Polish (other),borda,8,0.0,BORDA (k=1374),-4.839121278183233e-05
00068-00000278.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),borda,10,0.0,BORDA (k=1374),-0.0018074037214602563
00068-00000279.soi,polish,Polish,23,11,n ≫ m,Polish (n ≫ m),borda,6,0.0,BORDA (k=1374),0.000648718563443206
00068-00000280.soi,polish,Polish,21,15,other,Polish (other),borda,10,0.0,BORDA (k=1374),-0.002358079582319605
00068-00000281.soi,polish,Polish,15,8,other,Polish (other),borda,8,0.0,BORDA (k=1374),0.0023753587769231276
00068-00000282.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),borda,6,0.0,BORDA (k=1374),-0.0009292345945967861
00068-00000283.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),borda,5,0.0,BORDA (k=1374),0.0004023193117456786
00068-00000284.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,7,0.0,BORDA (k=1374),0.0005665757430922844
00068-00000285.soi,polish,Polish,15,8,other,Polish (other),borda,8,0.0,BORDA (k=1374),-0.0005178099474081547
00068-00000286.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),borda,13,0.0,BORDA (k=1374),0.0011733876029505494
00068-00000287.soi,polish,Polish,15,8,other,Polish (other),borda,1,0.0,BORDA (k=1374),-0.0009498073132450489
00068-00000288.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),0.0017425945949144884
00068-00000289.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),borda,1,0.0,BORDA (k=1374),-0.0026919593604934973
00068-00000290.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),borda,11,0.0,BORDA (k=1374),0.00025275915909282363
00068-00000291.soi,polish,Polish,15,8,other,Polish (other),borda,6,0.0,BORDA (k=1374),0.0038778579981165696
00068-00000292.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,6,0.0,BORDA (k=1374),-0.0020006626492111495
00068-00000293.soi,polish,Polish,15,8,other,Polish (other),borda,8,0.0,BORDA (k=1374),-0.001355489941049703
00068-00000294.soi,polish,Polish,15,8,other,Polish (other),borda,6,0.0,BORDA (k=1374),0.00102781569931783
00068-00000295.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),borda,4,0.0,BORDA (k=1374),0.0003591635638791959
00068-00000296.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),0.0007012601985471184
00068-00000297.soi,polish,Polish,15,8,other,Polish (other),borda,4,0.0,BORDA (k=1374),0.0009783742602953271
00068-00000298.soi,polish,Polish,15,11,other,Polish (other),borda,8,0.0,BORDA (k=1374),0.0012694429371235398
00068-00000299.soi,polish,Polish,15,8,other,Polish (other),borda,1,0.0,BORDA (k=1374),0.0022193996839124466
00068-00000300.soi,polish,Polish,15,8,other,Polish (other),borda,1,0.0,BORDA (k=1374),0.0008196373138570251
00068-00000301.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),borda,15,0.0,BORDA (k=1374),-0.0004825153092370849
00068-00000302.soi,polish,Polish,15,18,n ≈ m,Polish (n ≈ m),borda,9,0.0,BORDA (k=1374),0.0013451474024054626
00068-00000303.soi,polish,Polish,15,9,other,Polish (other),borda,3,0.0,BORDA (k=1374),0.0037997638697904314
00068-00000304.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),-0.0002652674927651471
00068-00000305.soi,polish,Polish,15,9,other,Polish (other),borda,7,0.0,BORDA (k=1374),-0.001949058609341283
00068-00000306.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),0.0022141613385739454
00068-00000307.soi,polish,Polish,15,10,other,Polish (other),borda,4,0.0,BORDA (k=1374),-0.00024076232790719648
00068-00000308.soi,polish,Polish,15,10,other,Polish (other),borda,8,0.0,BORDA (k=1374),-0.004345339092028073
00068-00000309.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),borda,6,0.0,BORDA (k=1374),0.0016948433543008431
00068-00000310.soi,polish,Polish,15,9,other,Polish (other),borda,8,0.0,BORDA (k=1374),-0.0010706563719078456
00068-00000311.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),borda,3,0.0,BORDA (k=1374),-0.00018106656460832154
00068-00000312.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,7,0.0,BORDA (k=1374),0.0006639606611380291
00068-00000313.soi,polish,Polish,15,11,other,Polish (other),borda,10,0.0,BORDA (k=1374),0.0003809993595581328
00068-00000314.soi,polish,Polish,15,11,other,Polish (other),borda,10,0.0,BORDA (k=1374),0.001418903634278079
00068-00000315.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),borda,6,0.0,BORDA (k=1374),-0.0008709727411396868
00068-00000316.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,6,0.0,BORDA (k=1374),0.0010262115963521655
00068-00000317.soi,polish,Polish,15,8,other,Polish (other),borda,5,0.0,BORDA (k=1374),-0.0005190933551678344
00068-00000318.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),0.001477620961775006
00068-00000319.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,7,0.0,BORDA (k=1374),0.0012307349680261068
00068-00000320.soi,polish,Polish,15,10,other,Polish (other),borda,3,0.0,BORDA (k=1374),-0.0018708774040891907
00068-00000321.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),0.0021719642323500647
00068-00000322.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,5,0.0,BORDA (k=1374),-0.001071926890228096
00068-00000323.soi,polish,Polish,15,8,other,Polish (other),borda,6,0.0,BORDA (k=1374),0.0016161155965622902
00068-00000324.soi,polish,Polish,15,9,other,Polish (other),borda,4,0.0,BORDA (k=1374),0.0007345746268026813
00068-00000325.soi,polish,Polish,21,12,other,Polish (other),borda,4,0.0,BORDA (k=1374),0.003676367353590245
00068-00000326.soi,polish,Polish,15,16,n ≈ m,Polish (n ≈ m),borda,2,0.0,BORDA (k=1374),-0.00044693196474370427
00068-00000327.soi,polish,Polish,15,8,other,Polish (other),borda,1,0.0,BORDA (k=1374),-0.000698633592236395
00068-00000328.soi,polish,Polish,15,10,other,Polish (other),borda,1,0.0,BORDA (k=1374),-3.883921177546522e-05
00068-00000329.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),-0.0006063595656685508
00068-00000330.soi,polish,Polish,15,10,other,Polish (other),borda,10,0.0,BORDA (k=1374),0.0015998838038841002
00068-00000331.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),-0.003232621216873176
00068-00000332.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),borda,2,0.0,BORDA (k=1374),-0.0021073648382927083
00068-00000334.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),borda,4,0.0,BORDA (k=1374),-0.002135605843158386
